# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-25 01:36:10 CST
# place|confirmed_cases|deaths|notes|sources
Hebei|2|1||
Anhui|15|0||
Beijing|36|0||
Ningxia|2|0||
Jiangxi|18|0||
Shanxi|1|0||
Liaoning|4|0||
Hubei|549|24||
Guangdong|53|0||
Heilongjiang|4|1||
Zhejiang|43|0||
Henan|9|0||
Hainan|8|0||
Yunnan|5|0||
Shandong|15|0||
Chongqing|27|0||
Fujian|10|0||
Jilin|3|0||
Inner Mongolia|2|0||
Shaanxi|5|0||
Gansu|2|0||
Hunan|24|0||
Guangxi|23|0||
Sichuan|15|0||
Jiangsu|9|0||
Guizhou|3|0||
