# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-05 11:03:06 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|16678|479||
Zhejiang|895|0||
Guangdong|870|0||
Henan|764|2|待明确地区：治愈 16；参考卫健委统计口径，部分县区与地级市合并|
Hunan|661|0||
Jiangxi|548|0||
Anhui|530|0||
Chongqing|366|2||
Jiangsu|341|0||
Sichuan|301|1||
Shandong|298|0||
Shanghai|233|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|228|1||
Fujian|194|0||
Heilongjiang|190|2||
Shaanxi|165|0||
Guangxi|150|0||
Hebei|135|1||
Yunnan|122|0||
Hainan|91|1||
Liaoning|81|0||
Shanxi|81|0||
Tianjin|69|0|待明确地区 : 治愈 1|
Guizhou|64|0||
Gansu|57|0||
Jilin|54|0||
Inner Mongolia|42|0||
Ningxia|34|0||
Xinjiang|32|0||
Hong Kong|18|1||
Qinghai|17|0||
Taiwan|11|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|24331|491||
