# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-12 12:27:05 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|33366|1068||
Guangdong|1219|1||
Henan|1135|8|参考卫健委统计口径，部分县区与地级市合并|
Zhejiang|1131|0||
Hunan|946|2||
Anhui|889|4||
Jiangxi|844|1||
Jiangsu|543|0||
Chongqing|505|3||
Shandong|497|1||
Sichuan|436|1||
Heilongjiang|378|8||
Beijing|352|3||
Shanghai|306|1|待明确地区治愈4例，治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|272|0||
Hebei|251|2||
Shaanxi|225|0||
Guangxi|222|1||
Yunnan|154|0||
Hainan|151|3||
Guizhou|131|1||
Shanxi|124|0||
Liaoning|116|0||
Tianjin|107|2||
Gansu|86|2||
Jilin|83|1||
Inner Mongolia|60|0||
Xinjiang|59|0||
Ningxia|58|0||
Hong Kong|49|1||
Taiwan|18|0||
Qinghai|18|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|44742|1114||
