# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-03-09 09:31:02 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|67743|3007||
Beijing|428|8|北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。|
Shandong|758|6||
Guangdong|1352|7|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Sichuan|539|3||
Hong Kong|114|3||
Heilongjiang|481|13||
Zhejiang|1215|1|丽水：确诊病例含 8 例境外输入病例；湖州：确诊病例含 2例境外输入病例。浙江：累计治愈病例不含外省治愈病例 12 例（杭州市）。|
Chongqing|576|6||
Hunan|1018|4||
Gansu|124|2||
Taiwan|45|1||
Shanghai|342|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Guizhou|146|2||
Guangxi|252|2||
Shaanxi|245|1||
Jiangxi|935|1||
Liaoning|125|1||
Jiangsu|631|0||
Shanxi|133|0||
Tianjin|136|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Hebei|318|6||
Ningxia|75|0||
Inner Mongolia|75|1||
Hainan|168|6||
Henan|1272|22||
Yunnan|174|2||
Jilin|93|1||
Anhui|990|6||
Macau|10|0||
Fujian|296|1||
Xinjiang|76|3||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|80904|3122||
