# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-28 21:00:00 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|2714|100|未明确地区：治愈 2|
Guangdong|207|0||
Zhejiang|173|0||
Henan|168|1||
Hunan|143|0||
Chongqing|132|0||
Anhui|106|0||
Shandong|95|0||
Beijing|91|1|未明确地区：死亡 1|
Sichuan|90|0||
Fujian|80|0||
Jiangxi|72|0||
Jiangsu|70|0||
Shanghai|66|1|未明确地区：死亡 1 治愈 1|
Guangxi|51|0||
Shaanxi|46|0||
Yunnan|44|0||
Hainan|40|1||
Liaoning|34|0||
Hebei|33|1||
Heilongjiang|30|1||
Tianjin|24|0||
Shanxi|20|0||
Gansu|19|0||
Inner Mongolia|15|0||
Ningxia|11|0||
Xinjiang|10|0||
Guizhou|9|0||
Jilin|8|0||
Taiwan|8|0||
Hong Kong|8|0||
Macau|7|0||
Qinghai|6|0||
CHINA TOTAL|4630|106||
