# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 12:38:05 CST
# place|confirmed_cases|deaths|notes|sources
Henan|9|0||
Liaoning|4|0||
Hubei|549|24||
Hainan|8|0||
Jiangxi|7|0||
Guizhou|3|0||
Hunan|24|0||
Jilin|3|0||
Heilongjiang|4|0||
Ningxia|1|0||
Shandong|15|0||
Jiangsu|9|0||
Sichuan|15|0||
Anhui|15|0||
Shanxi|1|0||
Guangxi|13|0||
Beijing|26|0||
Yunnan|2|0||
Zhejiang|43|0||
Inner Mongolia|1|0||
Hebei|2|1||
Shaanxi|3|0||
Gansu|2|0||
Chongqing|27|0||
Fujian|9|0||
Guangdong|53|0||
