# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-24 10:03:47 CST
# place|confirmed_cases|deaths|notes|sources
Shandong|9|0||
Fujian|5|0||
Zhejiang|43|0||
Shanxi|1|0||
Beijing|26|0||
Heilongjiang|4|0||
Guangdong|53|0||
Jiangsu|9|0||
Hebei|2|1||
Guizhou|3|0||
Gansu|2|0||
Hunan|9|0||
Ningxia|1|0||
Guangxi|13|0||
Jiangxi|7|0||
Shaanxi|3|0||
Anhui|15|0||
Liaoning|3|0||
Henan|9|0||
Hubei|549|0||
Sichuan|15|0||
Yunnan|2|0||
Hainan|5|0||
Jilin|1|0||
Chongqing|9|0||
