# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-19 07:49:24 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|61682|1921||
Guangdong|1328|4||
Henan|1257|19|参考卫健委统计口径，部分县区与地级市合并|
Zhejiang|1172|0||
Jiangxi|933|1||
Anhui|982|6||
Hunan|1007|4||
Jiangsu|629|0||
Heilongjiang|464|11||
Sichuan|508|3||
Shandong|543|3||
Chongqing|555|5||
Beijing|387|4||
Fujian|292|0||
Guangxi|242|2||
Hebei|306|4||
Shanghai|333|1||
Shaanxi|240|0||
Yunnan|172|0||
Hainan|163|4||
Guizhou|146|2||
Tianjin|128|3||
Shanxi|131|0||
Liaoning|121|1||
Inner Mongolia|73|0||
Xinjiang|76|1||
Hong Kong|62|1||
Jilin|89|1||
Ningxia|70|0||
Gansu|91|2||
Taiwan|22|1||
Macau|10|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|74233|2004||
